id,company,category,method,question,answer,judge_score,judge_reason,pass,company_accuracy,avg_chunk_score,correct_chunks,retrieval_time,rerank_time,generation_time,total_time
380,Coca-Cola,numerical_retrieval,vector,"What was the net increase (decrease) in cash, cash equivalents, restricted cash and restricted cash equivalents during the year 2025?","For **Coca-Cola**, the net decrease in cash, cash equivalents, restricted cash, and restricted cash equivalents during the year was **(478)**.

This information was not found in the retrieved sections for Amazon, Netflix, or Microsoft.",5,Exact figure from Coca-Cola's 10-K.,True,0.0,0.8364,0,9.0987,0.0,0.8623,9.961
380,Coca-Cola,numerical_retrieval,vectorless,"What was the net increase (decrease) in cash, cash equivalents, restricted cash and restricted cash equivalents during the year 2025?","For **Coca-Cola**, the net increase (decrease) in cash, cash equivalents, restricted cash, and restricted cash equivalents during the year 2025 was **(478) million**. This information was not found for Amazon or Netflix in the retrieved sections.",5,Exact figure from Coca-Cola's 10-K.,True,0.0,0.7493,0,0.4952,7.2565,1.5605,9.3122
380,Coca-Cola,numerical_retrieval,hybrid,"What was the net increase (decrease) in cash, cash equivalents, restricted cash and restricted cash equivalents during the year 2025?","For **Coca-Cola**, the net decrease in cash, cash equivalents, restricted cash, and restricted cash equivalents during the year 2025 was **(478)** (in millions).

This information was not found in the retrieved sections for Amazon, Netflix, or Microsoft.",5,Exact figure from Coca-Cola's 10-K.,True,0.0,0.8364,0,9.6655,8.7337,0.9435,10.609
381,Coca-Cola,table_based_questions,vector,"According to the Contractual Obligations table, what are the total expected payments for Purchase obligations in 2026?","This information was not found in the retrieved sections. The provided context for Netflix only includes content obligations, not purchase obligations.",5,Correctly identified missing purchase obligations data,True,0.0,0.2915,0,9.2078,0.0,1.0256,10.2334
381,Coca-Cola,table_based_questions,vectorless,"According to the Contractual Obligations table, what are the total expected payments for Purchase obligations in 2026?",This information was not found in the retrieved sections. The provided context for Coca-Cola's Contractual Obligations table does not specify the year-by-year breakdown for Purchase obligations in 2026.,1,Wrong company and missing data,False,0.0,0.2928,0,0.481,8.7389,0.9371,10.157
381,Coca-Cola,table_based_questions,hybrid,"According to the Contractual Obligations table, what are the total expected payments for Purchase obligations in 2026?",This information was not found in the retrieved sections. The provided context for Netflix and NVIDIA does not include a Contractual Obligations table with Purchase obligations for 2026.,1,No Contractual Obligations table found,False,0.0,0.3736,0,8.8493,7.6339,1.2803,10.1296
382,Coca-Cola,table_based_questions,vector,"Based on the Net Operating Revenues by line of business table, what was the total concentrate operations revenue for International in 2025?","For **The Coca-Cola Company**, the total concentrate operations revenue for International in 2025 was **$19,506 million**, as stated in the table on Page 78 of their 10-K report.",5,Exact figure from provided table.,True,0.0,0.4824,0,9.0483,0.0,1.1252,10.1735
382,Coca-Cola,table_based_questions,vectorless,"Based on the Net Operating Revenues by line of business table, what was the total concentrate operations revenue for International in 2025?","This information was not found in the retrieved sections. The context for Coca-Cola mentions a table presenting net operating revenues disaggregated between the United States and International and further by line of business, but the actual table with figures is not provided.",5,Context lacks the specific table data.,True,0.0,0.3141,0,0.4859,5.137,1.3046,6.9275
382,Coca-Cola,table_based_questions,hybrid,"Based on the Net Operating Revenues by line of business table, what was the total concentrate operations revenue for International in 2025?","For The Coca-Cola Company, the total concentrate operations revenue for International in 2025 was **$19,506 million**. This figure is explicitly stated in the table on Page 78 of the provided context.",5,Exact figure from provided table.,True,0.0,0.4824,0,9.8607,8.9399,2.1763,12.037
383,Coca-Cola,table_based_questions,vector,"According to the Property, Plant and Equipment table, what is the gross cost of Machinery and equipment as of December 31, 2025?","For **The Coca-Cola Company**, the gross cost of **Machinery and equipment** as of December 31, 2025, was **$13,500 million** (Source 4, Page 72).",1,No supporting context for Machinery and equipment.,False,0.0,0.9921,0,8.5312,0.0,0.9655,9.4967
383,Coca-Cola,table_based_questions,vectorless,"According to the Property, Plant and Equipment table, what is the gross cost of Machinery and equipment as of December 31, 2025?","The gross cost of Machinery and equipment as of December 31, 2025, for **The Coca-Cola Company** is **$13,500 million**. This information was found in Source 3.",1,Wrong company and unsupported figure,False,0.0,0.8422,0,0.5188,6.3209,2.255,9.0947
383,Coca-Cola,table_based_questions,hybrid,"According to the Property, Plant and Equipment table, what is the gross cost of Machinery and equipment as of December 31, 2025?","For **Coca-Cola**, the gross cost of Machinery and equipment as of December 31, 2025, is **$13,500 million**, as stated in the Property, Plant and Equipment table on Page 72.",2,Wrong company and unsupported figure,False,0.0,0.9367,0,8.6575,7.6795,1.4379,10.0954
384,Coca-Cola,table_based_questions,vector,"Based on the Other Operating Charges table, what was the total amount of other operating charges in North America for 2025?","For Coca-Cola, the total amount of other operating charges in North America for 2025 was **$960 million**, as stated in the table on Page 49.",5,Exact figure from provided table.,True,0.0,0.7748,0,9.7422,0.0,0.8962,10.6384
384,Coca-Cola,table_based_questions,vectorless,"Based on the Other Operating Charges table, what was the total amount of other operating charges in North America for 2025?","For The Coca-Cola Company, the total amount of other operating charges in North America for 2025 was **$960 million**, as stated in the table on Page 49.",5,Exact figure from the table.,True,0.0,0.6433,0,0.5089,7.9197,1.3706,9.7992
384,Coca-Cola,table_based_questions,hybrid,"Based on the Other Operating Charges table, what was the total amount of other operating charges in North America for 2025?","For **Coca-Cola**, the total amount of other operating charges in North America for 2025 was **$960 million**, as stated in the table on Page 49.",5,Exact figure from Coca-Cola's 10-K table.,True,0.0,0.7085,0,9.0005,8.1059,0.7527,9.7532
385,Coca-Cola,table_based_questions,vector,"According to the Debt Securities table, what was the estimated fair value of available-for-sale securities as of December 31, 2025?","For Amazon, the estimated fair value of available-for-sale debt securities as of December 31, 2025, was **$106,493 million**, as stated in the contractual maturities table.",5,Exact match from the provided table.,True,0.0,0.985,0,10.218,0.0,0.8437,11.0617
385,Coca-Cola,table_based_questions,vectorless,"According to the Debt Securities table, what was the estimated fair value of available-for-sale securities as of December 31, 2025?","The estimated fair value of available-for-sale debt securities for Coca-Cola as of December 31, 2025, was **$50 million** (from the Trading securities row in the table).

This information was not found for Amazon or NVIDIA in the retrieved sections.",2,Wrong company and unsupported figure,False,0.0,0.8745,0,0.5048,10.0648,0.9875,11.5571
385,Coca-Cola,table_based_questions,hybrid,"According to the Debt Securities table, what was the estimated fair value of available-for-sale securities as of December 31, 2025?",This information was not found in the retrieved sections.,2,Incorrect table ignored; answer exists in context.,False,0.0,0.9835,0,10.0088,9.0286,3.2736,13.2824
386,Coca-Cola,table_based_questions,vector,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of Derivative Liabilities for Interest rate contracts designated as Hedging Instruments under Other noncurrent liabilities as of December 31, 2025?","This information was not found in the retrieved sections. The provided context for The Coca-Cola Company does not include the specific gross amount of Derivative Liabilities for Interest rate contracts designated as Hedging Instruments under Other noncurrent liabilities as of December 31, 2025.",5,Context lacks the specific table data.,True,0.0,0.804,0,10.7568,0.0,1.6901,12.4469
386,Coca-Cola,table_based_questions,vectorless,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of Derivative Liabilities for Interest rate contracts designated as Hedging Instruments under Other noncurrent liabilities as of December 31, 2025?",This information was not found in the retrieved sections.,1,Irrelevant context and missing data,False,0.0,0.6362,0,0.5605,8.5439,0.776,9.8804
386,Coca-Cola,table_based_questions,hybrid,"Based on the Fair Values of Derivative Instruments table, what is the gross amount of Derivative Liabilities for Interest rate contracts designated as Hedging Instruments under Other noncurrent liabilities as of December 31, 2025?","This information was not found in the retrieved sections. The provided context for Coca-Cola does not include the specific table or data point for the gross amount of Derivative Liabilities for Interest rate contracts designated as Hedging Instruments under Other noncurrent liabilities as of December 31, 2025.",5,Context lacks required table/data,True,0.0,0.7634,0,11.5332,9.6115,1.2118,12.745
387,Coca-Cola,table_based_questions,vector,"In the Components of the Provision for Income Taxes table, what is the total current provision for foreign income taxes in 2025?","This information was not found in the retrieved sections. The provided context for Microsoft's ""Components of the Provision for Income Taxes"" table (Source 2) only includes U.S. federal and U.S. state and local taxes for 2025, not foreign income taxes.",5,Context lacks foreign current tax data,True,0.0,0.8649,0,10.8614,0.0,1.1891,12.0505
387,Coca-Cola,table_based_questions,vectorless,"In the Components of the Provision for Income Taxes table, what is the total current provision for foreign income taxes in 2025?","For **Amazon**, the total current provision for foreign (international) income taxes in 2025 is **$4,330 million**, as stated in the ""Current"" row under the ""International"" section of the provision for income taxes table.",1,No foreign income tax data in context,False,0.0,0.4808,0,0.5687,8.9103,0.949,10.428
387,Coca-Cola,table_based_questions,hybrid,"In the Components of the Provision for Income Taxes table, what is the total current provision for foreign income taxes in 2025?","For **Amazon**, the total current provision for foreign (international) income taxes in 2025 is **$4,330 million**, as stated in the ""International: Current"" row of the provision for income taxes table.

This information was not found for Microsoft in the retrieved sections.",2,Wrong company and unsupported figure,False,0.0,0.8594,0,11.3601,10.4307,1.2283,12.5884
388,Coca-Cola,table_based_questions,vector,"According to the Assets and Liabilities Held for Sale table, what is the total amount of Goodwill held for sale as of December 31, 2025?","This information was not found in the retrieved sections. The provided context for Coca-Cola does not include the specific ""Assets and Liabilities Held for Sale"" table with Goodwill values for December 31, 2025.",5,Correctly identified missing table in context,True,0.0,0.5655,0,8.8348,0.0,1.4656,10.3004
388,Coca-Cola,table_based_questions,vectorless,"According to the Assets and Liabilities Held for Sale table, what is the total amount of Goodwill held for sale as of December 31, 2025?",This information was not found in the retrieved sections for Coca-Cola.,5,Information not present in provided context,True,0.0,0.2814,0,0.5173,7.7772,0.9675,9.262
388,Coca-Cola,table_based_questions,hybrid,"According to the Assets and Liabilities Held for Sale table, what is the total amount of Goodwill held for sale as of December 31, 2025?","This information was not found in the retrieved sections. The provided context for Coca-Cola does not include the specific table or data for ""Assets and Liabilities Held for Sale"" as of December 31, 2025.",5,Correctly identified missing table in context,True,0.0,0.6296,0,9.6889,8.7272,1.3223,11.0112
389,Coca-Cola,table_based_questions,vector,"Based on the Cash Flows from Operating Activities statement, what was the net change in operating assets and liabilities in 2025?","For Coca-Cola, the net change in operating assets and liabilities in 2025 was **(7,208) million**, as stated in the Cash Flows from Operating Activities section.",2,Wrong company and unsupported figure,False,0.0,0.728,0,8.9748,0.0,0.9735,9.9483
389,Coca-Cola,table_based_questions,vectorless,"Based on the Cash Flows from Operating Activities statement, what was the net change in operating assets and liabilities in 2025?",This information was not found in the retrieved sections. The provided context for Coca-Cola does not specify the net change in operating assets and liabilities for the year 2025.,5,Exact figure found in Coca-Cola context.,True,0.0,0.6443,0,0.497,8.6904,1.0489,10.2363
389,Coca-Cola,table_based_questions,hybrid,"Based on the Cash Flows from Operating Activities statement, what was the net change in operating assets and liabilities in 2025?","The net change in operating assets and liabilities for Coca-Cola in 2025 was **(6,234) million**.

This information was found in Coca-Cola's 10-K, Page 66.",1,Wrong company and unsupported data,False,0.0,0.6643,0,8.9229,8.0206,0.9247,9.8476
390,Coca-Cola,table_based_questions,vector,"According to the Stockowners Equity Statements, what was the amount of dividends declared per common share in 2025?","For **Microsoft**, the amount of dividends declared per common share in 2025 was **$3.32**.

This information was not found in the retrieved sections for Coca-Cola, NVIDIA, Netflix, or ASUS.",1,No supporting context for Microsoft's $3.32 dividend.,False,0.0,0.6201,0,9.4832,0.0,1.6336,11.1168
390,Coca-Cola,table_based_questions,vectorless,"According to the Stockowners Equity Statements, what was the amount of dividends declared per common share in 2025?","For **NVIDIA**, the dividends declared per common share in 2025 were **$0.034** (as stated in Source 1, Page 54).

This information was not found in the retrieved sections for Microsoft, Reliance, or ASUS.",5,Exact figure supported by NVIDIA context.,True,0.0,0.3806,0,0.4926,9.2764,0.9788,10.7478
390,Coca-Cola,table_based_questions,hybrid,"According to the Stockowners Equity Statements, what was the amount of dividends declared per common share in 2025?","The amount of dividends declared per common share in 2025 for **Microsoft** was **$3.32**. This information was not found in the retrieved sections for Coca-Cola, NVIDIA, or Netflix.",1,Unsupported and incorrect company data,False,0.0,0.6073,0,10.2381,9.3096,0.7631,11.0012
391,Coca-Cola,multi_chunk_retrieval,vector,"What is the enterprise value of the WBD transaction announced in December 2025, and what was the amount of the delayed draw term loan facility entered into in December 2025 to help finance it?","For Netflix, the enterprise value of the WBD transaction as of December 4, 2025, was approximately **$82.7 billion**.

Additionally, Netflix entered into a **$20 billion unsecured delayed draw term loan facility** on December 19, 2025, to help finance the transaction.",3,"Enterprise value correct, loan amount unsupported",True,0.0,0.9623,0,6.2113,0.0,0.9883,7.1996
391,Coca-Cola,multi_chunk_retrieval,vectorless,"What is the enterprise value of the WBD transaction announced in December 2025, and what was the amount of the delayed draw term loan facility entered into in December 2025 to help finance it?","For Netflix, the enterprise value of the WBD transaction as of December 4, 2025, was approximately **$82.7 billion**.

The delayed draw term loan facility (bridge commitment) entered into on December 4, 2025, to help finance it was **$59 billion**.",4,Missing delayed draw term loan source,True,0.0,0.9824,0,0.562,6.1633,1.1307,7.856
391,Coca-Cola,multi_chunk_retrieval,hybrid,"What is the enterprise value of the WBD transaction announced in December 2025, and what was the amount of the delayed draw term loan facility entered into in December 2025 to help finance it?","For Netflix, the enterprise value of the WBD transaction as of December 4, 2025, was approximately **$82.7 billion**.

Additionally, Netflix entered into a **$20 billion unsecured delayed draw term loan facility** on December 19, 2025, as part of the financing arrangements for the transaction.",3,"Enterprise value correct, loan amount unsupported",True,0.0,0.8661,0,6.8243,5.8144,1.0953,7.9196
392,Coca-Cola,multi_chunk_retrieval,vector,"Who is the current Chairman and CEO of Coca-Cola, and what is the title of the individual set to replace him as CEO on March 31, 2026?","For The Coca-Cola Company, the current Chairman and CEO is James Quincey. The individual set to replace him as CEO on March 31, 2026, is Mr. Braun.",4,Missing Braun's full title,True,0.0,0.6777,0,5.6639,0.0,1.1866,6.8505
392,Coca-Cola,multi_chunk_retrieval,vectorless,"Who is the current Chairman and CEO of Coca-Cola, and what is the title of the individual set to replace him as CEO on March 31, 2026?","The current Chairman and CEO of The Coca-Cola Company is James Quincey. This information was not found in the retrieved sections regarding the individual set to replace him as CEO on March 31, 2026.",3,"Incomplete answer, missing successor info",True,0.0,0.8918,0,2.1981,6.6244,2.7563,11.5788
392,Coca-Cola,multi_chunk_retrieval,hybrid,"Who is the current Chairman and CEO of Coca-Cola, and what is the title of the individual set to replace him as CEO on March 31, 2026?","The current Chairman and CEO of The Coca-Cola Company is James Quincey.

This information was not found in the retrieved sections: the title of the individual set to replace him as CEO on March 31, 2026.",3,"Incomplete answer, missing successor title",True,0.0,0.7908,0,7.9749,7.0056,1.7239,9.6988
393,Coca-Cola,multi_chunk_retrieval,vector,"Coca-Cola recorded a $960 million impairment charge in 2025. Which specific trademark was this for, and what was its remaining carrying value after the impairment?","For Coca-Cola, the $960 million impairment charge in 2025 was related to the **BodyArmor trademark in North America**. The remaining carrying value after the impairment was **not found in the retrieved sections**.",4,Missing carrying value but trademark correct,True,0.0,0.4029,0,10.1788,0.0,1.5417,11.7205
393,Coca-Cola,multi_chunk_retrieval,vectorless,"Coca-Cola recorded a $960 million impairment charge in 2025. Which specific trademark was this for, and what was its remaining carrying value after the impairment?","For Coca-Cola, the $960 million impairment charge in 2025 was related to the **BodyArmor trademark** in North America. The remaining carrying value of the trademark after the impairment was **$42 million** (as stated in Source 3).",5,Exact match with all sources.,True,0.0,0.9037,0,0.5259,5.6612,0.879,7.0661
393,Coca-Cola,multi_chunk_retrieval,hybrid,"Coca-Cola recorded a $960 million impairment charge in 2025. Which specific trademark was this for, and what was its remaining carrying value after the impairment?","For Coca-Cola, the $960 million impairment charge in 2025 was related to the **BodyArmor trademark in North America**. The remaining carrying value of this trademark after the impairment was **$2,440 million**.",5,Exact match with all context sources.,True,0.0,0.6864,0,8.789,7.8493,0.8477,9.6367
394,Coca-Cola,multi_chunk_retrieval,vector,"In 2025, Coca-Cola sold a noncontrolling interest in its bottling operations in India. What was the percentage of the interest sold, and how much cash proceeds did the company receive from the sale?","For Coca-Cola, in July 2025, the company sold a **40% noncontrolling interest** in its bottling operations in India for approximately **$1.3 billion** in cash proceeds.

*(Source: Coca-Cola, Page 73)*",5,Exact figures and facts from context.,True,0.0,0.849,0,9.2676,0.0,0.9181,10.1857
394,Coca-Cola,multi_chunk_retrieval,vectorless,"In 2025, Coca-Cola sold a noncontrolling interest in its bottling operations in India. What was the percentage of the interest sold, and how much cash proceeds did the company receive from the sale?","For **The Coca-Cola Company**, the percentage of the noncontrolling interest sold in its bottling operations in India was **40%**, as stated in Source 5. However, the cash proceeds from this specific sale were **not explicitly mentioned** in the provided context.

The only cash proceeds from a sale of a noncontrolling interest mentioned in the context are **$1,338 million** (Source 1), but this is not linked to the India bottling operations. Therefore, the proceeds for the India sale are **not found in the retrieved sections**.",2,Incorrect percentage and unlinked proceeds,False,0.0,0.6154,0,0.6419,7.2266,1.4572,9.3257
394,Coca-Cola,multi_chunk_retrieval,hybrid,"In 2025, Coca-Cola sold a noncontrolling interest in its bottling operations in India. What was the percentage of the interest sold, and how much cash proceeds did the company receive from the sale?","For Coca-Cola, in July 2025, the company sold a **40% noncontrolling interest** in its bottling operations in India and received **approximately $1.3 billion** in cash proceeds.",5,Exact figures and facts from context.,True,0.0,0.7818,0,9.877,8.848,1.3771,11.2541
395,Coca-Cola,multi_chunk_retrieval,vector,"What operating segment includes the Costa retail stores, and what was the total number of principal retail stores leased by the company as of December 31, 2025?","For The Coca-Cola Company, the Costa retail stores are included in the EMEA operating segment, regardless of their geographic location.

This information was not found in the retrieved sections: the total number of principal retail stores leased by the company as of December 31, 2025.",4,Missing store count but segment correct,True,0.0,0.9903,0,5.8214,0.0,0.9305,6.7519
395,Coca-Cola,multi_chunk_retrieval,vectorless,"What operating segment includes the Costa retail stores, and what was the total number of principal retail stores leased by the company as of December 31, 2025?","For The Coca-Cola Company, the Costa retail stores are included in the EMEA operating segment, regardless of their geographic location.

This information was not found in the retrieved sections: the total number of principal retail stores leased by the company as of December 31, 2025.",4,Missing store count but segment correct,True,0.0,0.9903,0,0.5377,8.7015,0.9127,10.1519
395,Coca-Cola,multi_chunk_retrieval,hybrid,"What operating segment includes the Costa retail stores, and what was the total number of principal retail stores leased by the company as of December 31, 2025?","For The Coca-Cola Company, the Costa retail stores are included in the **EMEA operating segment**, regardless of their geographic location.

This information was not found in the retrieved sections: the total number of principal retail stores leased by the company as of December 31, 2025.",4,Missing store count but segment correct,True,0.0,0.9903,0,9.9555,9.0215,0.8835,10.839
396,Coca-Cola,multi_chunk_retrieval,vector,"How much did Coca-Colas total net operating revenues increase in dollars from 2024 to 2025, and what percentage of the total 2025 net operating revenues was generated by the North America operating segment?","For Coca-Cola, the total net operating revenues increased by **$880 million** from 2024 to 2025 (from $47,061 million to $47,941 million).

The North America operating segment contributed **36.8%** of the total 2025 net operating revenues.",4,North America percentage unsupported in context,True,0.0,0.7643,0,10.054,0.0,0.9652,11.0192
396,Coca-Cola,multi_chunk_retrieval,vectorless,"How much did Coca-Colas total net operating revenues increase in dollars from 2024 to 2025, and what percentage of the total 2025 net operating revenues was generated by the North America operating segment?","For Coca-Cola, the total net operating revenues increased by **$880 million** from 2024 to 2025.

This information was not found in the retrieved sections: the percentage of 2025 net operating revenues generated by the North America operating segment.",3,"Incomplete answer, missing North America percentage",True,0.0,0.4365,0,0.5427,8.486,1.0511,10.0798
396,Coca-Cola,multi_chunk_retrieval,hybrid,"How much did Coca-Colas total net operating revenues increase in dollars from 2024 to 2025, and what percentage of the total 2025 net operating revenues was generated by the North America operating segment?","For Coca-Cola, the total net operating revenues increased by **$880 million** from 2024 to 2025 (from $47,061 million to $47,941 million).

The North America operating segment contributed **36.8%** of the total 2025 net operating revenues.",4,Missing North America revenue percentage source,True,0.0,0.7643,0,10.3909,9.3902,1.2178,11.6087
397,Coca-Cola,multi_chunk_retrieval,vector,"In 2025, Coca-Colas effective tax rate was 17.9%. What was the expected effective tax rate for 2026, and does this rate account for the potential impact of the ongoing tax litigation with the IRS?","For Coca-Cola, the expected effective tax rate for 2026 is approximately **20.9%**, based on current tax laws, including global minimum tax regulations. This projection does **not** account for the potential impact of the ongoing tax litigation with the IRS, as the Tax Court Methodology (if applied) would add an incremental **3.5%** to the rate.

*(Sources: COCACOLA, Pages 53 and 33/94)*",5,Exact figures and sources match context.,True,0.0,0.7568,0,9.4321,0.0,1.2532,10.6853
397,Coca-Cola,multi_chunk_retrieval,vectorless,"In 2025, Coca-Colas effective tax rate was 17.9%. What was the expected effective tax rate for 2026, and does this rate account for the potential impact of the ongoing tax litigation with the IRS?","For Coca-Cola, the expected effective tax rate for 2026 is approximately **20.9%**, as stated in the context. The provided excerpts do not mention whether this rate accounts for the potential impact of ongoing tax litigation with the IRS.

This information was not found in the retrieved sections.",5,Exact figure and context match,True,0.0,0.7157,0,0.563,6.3188,3.984,10.8658
397,Coca-Cola,multi_chunk_retrieval,hybrid,"In 2025, Coca-Colas effective tax rate was 17.9%. What was the expected effective tax rate for 2026, and does this rate account for the potential impact of the ongoing tax litigation with the IRS?","For **The Coca-Cola Company**, the expected effective tax rate for 2026 is approximately **20.9%**, based on current tax laws. This projection does **not** account for the potential impact of the ongoing tax litigation with the IRS, as the 3.5% incremental increase from the Tax Court Methodology is discussed separately and not included in the 20.9% figure.",5,Exact figures and facts supported by context.,True,0.0,0.8006,0,8.7245,6.0816,1.2693,9.9938
398,Coca-Cola,multi_chunk_retrieval,vector,"In 2025, Coca-Cola sold its finished product operations in a specific country and also sold its ownership interest in an equity method investee for $2,392 million. What was the country, and what was the name of the investee?","For The Coca-Cola Company, the name of the equity method investee sold in November 2025 for $2,392 million was Coke Consolidated. The country related to the sale of finished product operations was not found in the retrieved sections.",4,"Missing country, investee correct",True,0.0,0.291,0,10.9566,0.0,1.2633,12.2199
398,Coca-Cola,multi_chunk_retrieval,vectorless,"In 2025, Coca-Cola sold its finished product operations in a specific country and also sold its ownership interest in an equity method investee for $2,392 million. What was the country, and what was the name of the investee?","This information was not found in the retrieved sections. The context only states that Coca-Cola sold its ownership interest in Coke Consolidated (an equity method investee) for $2,392 million but does not specify a country for this transaction. The country mentioned (Pakistan, Thailand) refers to other sales, not the $2,392 million transaction.",3,"Incomplete: investee correct, country missing",True,0.0,0.3271,0,0.6584,6.9754,1.0756,8.7094
398,Coca-Cola,multi_chunk_retrieval,hybrid,"In 2025, Coca-Cola sold its finished product operations in a specific country and also sold its ownership interest in an equity method investee for $2,392 million. What was the country, and what was the name of the investee?","For Coca-Cola, the name of the equity method investee sold for $2,392 million in November 2025 was Coke Consolidated. The country of the finished product operations sale was not stated in the retrieved sections.",4,"Missing country, investee correct",True,0.0,0.3147,0,10.5558,9.4866,1.0502,11.606
399,Coca-Cola,multi_chunk_retrieval,vector,"How much cash did Coca-Cola use to repurchase shares under the 2019 Plan in 2025, and what was the average price paid per share?","For Coca-Cola, in 2025, the total cash outflow for treasury stock purchases under the 2019 Plan was $634 million, and the average price paid per share was $67.42.",5,Exact figures from Source 1.,True,0.0,0.7767,0,10.4289,0.0,1.2303,11.6592
399,Coca-Cola,multi_chunk_retrieval,vectorless,"How much cash did Coca-Cola use to repurchase shares under the 2019 Plan in 2025, and what was the average price paid per share?","For The Coca-Cola Company, in 2025, the total cash outflow for treasury stock purchases under the 2019 Plan was $634 million, and the average price paid per share was $67.42.",5,Exact figures from Source 1.,True,0.0,0.4624,0,0.5395,10.1196,1.5559,12.215
399,Coca-Cola,multi_chunk_retrieval,hybrid,"How much cash did Coca-Cola use to repurchase shares under the 2019 Plan in 2025, and what was the average price paid per share?","For Coca-Cola, in 2025, the total cash outflow for treasury stock purchases under the 2019 Plan was **$634 million**, and the average price paid per share was **$67.42**.",5,Exact figures from Source 1.,True,0.0,0.7767,0,12.0811,11.122,1.7875,13.8686
400,Coca-Cola,multi_chunk_retrieval,vector,"Coca-Cola paid $6.0 billion to the IRS in September 2024. Which tax years does this dispute cover, and what is the estimated potential aggregate remaining incremental tax and interest liability for the subsequent tax years (2010 through 2025)?","For Coca-Cola, the $6.0 billion liability paid to the IRS in September 2024 covers the tax years 2007 through 2009. The estimated potential aggregate remaining incremental tax and interest liability for the tax years 2010 through 2025 is approximately $14 billion as of December 31, 2025.",5,Exact figures and years supported by context.,True,0.0,0.9899,0,7.9754,0.0,2.607,10.5824
400,Coca-Cola,multi_chunk_retrieval,vectorless,"Coca-Cola paid $6.0 billion to the IRS in September 2024. Which tax years does this dispute cover, and what is the estimated potential aggregate remaining incremental tax and interest liability for the subsequent tax years (2010 through 2025)?","For Coca-Cola, the $6.0 billion liability paid to the IRS in September 2024 covers the tax years 2007 through 2009. The estimated potential aggregate remaining incremental tax and interest liability for the tax years 2010 through 2025 is approximately $14 billion as of December 31, 2025.",5,Exact figures and years supported by context.,True,0.0,0.9899,0,0.6957,7.0477,0.951,8.6944
400,Coca-Cola,multi_chunk_retrieval,hybrid,"Coca-Cola paid $6.0 billion to the IRS in September 2024. Which tax years does this dispute cover, and what is the estimated potential aggregate remaining incremental tax and interest liability for the subsequent tax years (2010 through 2025)?","For Coca-Cola, the $6.0 billion liability paid to the IRS in September 2024 covers the tax years **2007 through 2009**. The estimated potential aggregate remaining incremental tax and interest liability for the tax years **2010 through 2025** is approximately **$14 billion** as of December 31, 2025.",5,Exact figures and years supported by context.,True,0.0,0.9899,0,8.4152,7.2443,1.9557,10.3709
401,Netflix,financial_metrics,vector,"What were Netflixs total revenues for the year ended December 31, 2025?","For Netflix, the total revenues for the year ended December 31, 2025, were **$45,183,036** (as stated in Source 2 and Source 3).",5,Exact figure from Source 2.,True,1.0,0.868,5,11.191,0.0,1.7383,12.9293
401,Netflix,financial_metrics,vectorless,"What were Netflixs total revenues for the year ended December 31, 2025?","Netflix's total revenues for the year ended December 31, 2025, were **$45,183,036,000** (as stated in Source 2).",5,Exact figure from Source 2.,True,1.0,0.8323,5,0.9424,10.0169,0.8167,11.776
401,Netflix,financial_metrics,hybrid,"What were Netflixs total revenues for the year ended December 31, 2025?","For Netflix, the total revenues for the year ended December 31, 2025, were **$45,183,036** (as stated in Source 2 and Source 3).",5,Exact figure from Source 2.,True,1.0,0.868,5,11.2098,9.0235,1.4014,12.6112
402,Netflix,financial_metrics,vector,What was Netflixs net income for 2025?,"This information was not found in the retrieved sections. The provided context for Netflix only includes U.S. revenues and streaming revenues by region, but does not mention net income.",5,Answer correctly states net income not found in context.,True,0.6,0.6427,3,5.7296,0.0,1.1188,6.8484
402,Netflix,financial_metrics,vectorless,What was Netflixs net income for 2025?,This information was not found in the retrieved sections.,5,"Context is about Amazon, not Netflix.",True,0.0,0.0414,0,0.6476,8.4144,1.0325,10.0945
402,Netflix,financial_metrics,hybrid,What was Netflixs net income for 2025?,This information was not found in the retrieved sections for Netflix.,5,Net income not provided in context,True,0.6,0.6305,3,14.4118,10.8554,1.8366,16.2484
403,Netflix,financial_metrics,vector,"What was Netflixs operating margin for the year ended December 31, 2025?","This information was not found in the retrieved sections. The context only mentions that Netflix discontinued reporting membership numbers and now focuses on revenue and operating margin as primary financial metrics, but it does not provide the actual operating margin figure for 2025.",5,Context confirms operating margin not provided in retrieved sections.,True,1.0,0.2131,5,10.7004,0.0,0.9976,11.698
403,Netflix,financial_metrics,vectorless,"What was Netflixs operating margin for the year ended December 31, 2025?","This information was not found in the retrieved sections. The context only states that Netflix's operating margin for the year ended December 31, 2025 increased by approximately three percentage points compared to the prior period, but does not provide the exact operating margin value.",3,"Incomplete, no exact operating margin value provided",True,0.4,0.235,2,0.6416,7.1032,1.0362,8.781
403,Netflix,financial_metrics,hybrid,"What was Netflixs operating margin for the year ended December 31, 2025?",This information was not found in the retrieved sections for Netflix.,5,Answer correctly states information was not found.,True,0.8,0.1702,4,9.5444,8.1574,0.6772,10.2216
404,Netflix,financial_metrics,vector,What was the total cost of revenues for Netflix in 2025?,"For Netflix, the total cost of revenues for the year ended December 31, 2025, was **$23,275,329,000** (as stated in Source 3).",1,Unsupported and incorrect figure,False,1.0,0.366,5,10.1155,0.0,0.9265,11.042
